"Genes"	"logFC: 6M WT vs 2M WT"	"FDR: 6M WT vs 2M WT"	"logFC: 18M WT vs 6M WT"	"FDR: 18M WT vs 6M WT"	"logFC: 24M WT vs 18M WT"	"FDR: 24M WT vs 18M WT"	"logFC: 24M WT vs 2M WT"	"FDR: 24M WT vs 2M WT"	"Gene Symbol"	"Gene Description"
"ENSMUSG00000020801"	-0.168437767119751	0.528018530740652	0.352096327366755	0.356241124655824	-0.138039041387854	0.73440384200187	0.0456195188591511	0.882501018783736	"Med31"	"mediator complex subunit 31"
"ENSMUSG00000020802"	-0.177719663297833	0.0108919183213653	0.0336128071648611	0.91109227895045	-0.0177486199447199	0.918322305632761	-0.161855476077692	0.0159843915829037	"Ube2o"	"ubiquitin-conjugating enzyme E2O"
"ENSMUSG00000020803"	0.201188244614946	0.152584437194972	-0.0521900275340726	0.923233999206571	0.0445163526937213	0.885577448516808	0.193514569774595	0.140925161087846	"Txndc17"	"thioredoxin domain containing 17"
"ENSMUSG00000020804"	-0.113595686147886	0.928756533858353	-0.280347413989921	0.91412747517969	0.0535936230493439	0.975595409479128	-0.340349477088463	0.68729591419824	"Aanat"	"arylalkylamine N-acetyltransferase"
"ENSMUSG00000020805"	0.244606249931631	0.267700361926379	0.0768533186179428	0.924586783259232	-0.0393305397591795	0.936966439854176	0.282129028790394	0.14716395410515	"Slc13a5"	"solute carrier family 13 (sodium-dependent citrate transporter), member 5"
"ENSMUSG00000020806"	-0.00726122149729666	0.99301268320177	-0.364355276301818	0.732408066665655	-0.249749063487536	0.699538812176803	-0.621365561286651	0.0899315217931689	"Rhbdf2"	"rhomboid 5 homolog 2 (Drosophila)"
"ENSMUSG00000020807"	0.0204052632384416	0.917884570559143	-0.0554682051141631	0.887733845657328	0.10405932227237	0.546620138424757	0.0689963803966488	0.594093861021004	"4933427D14Rik"	"RIKEN cDNA 4933427D14 gene"
"ENSMUSG00000020810"	-0.0562992050814687	0.779655566653969	-0.118767462104551	0.727133871822591	0.0103494648969819	0.975574601457274	-0.164717202289038	0.190626860723771	"Cygb"	"cytoglobin"
"ENSMUSG00000020811"	0.116469013284505	0.368584824716309	0.0043324381020367	0.992635151105492	0.0429671185911822	0.857118279005903	0.163768569977724	0.117869241902342	"Wscd1"	"WSC domain containing 1"
"ENSMUSG00000020812"	-0.393646962120006	0.511312533318384	0.0950410999651248	0.963240345137602	-0.173105898407508	0.861765420419655	-0.47171176056239	0.339274064563984	"1810032O08Rik"	""
"ENSMUSG00000020814"	-0.213565365688308	0.399474347055069	0.0707227387742744	0.937461444094023	0.0502364529646507	0.918322305632761	-0.0926061739493828	0.737410580128045	"Mxra7"	"matrix-remodelling associated 7"
"ENSMUSG00000020817"	0.0239071748694787	0.874385667613715	-0.117251598233885	0.530127574324498	0.0976519619571288	0.460123087299927	0.00430753859272208	0.976977117647377	"Rabep1"	"rabaptin, RAB GTPase binding effector protein 1"
"ENSMUSG00000020818"	-0.130257960035944	0.437797013027202	-0.00422922601616114	0.993784881660812	0.0604384706729119	0.830458959840578	-0.0740487153791935	0.655415291886659	"Mfsd11"	"major facilitator superfamily domain containing 11"
"ENSMUSG00000020821"	0.270803514087296	0.00148040523221998	-0.140040289946012	0.480647129438267	-0.017136349942311	0.941253260999971	0.113626874198972	0.244270034425222	"Kif1c"	"kinesin family member 1C"
"ENSMUSG00000020823"	-0.136284472606549	0.130398873013059	0.058055836387877	0.833859608381458	0.00896713897683353	0.967221897726198	-0.0692614972418387	0.466269371071038	"Sec14l1"	"SEC14-like 1 (S. cerevisiae)"
"ENSMUSG00000020826"	0.837496875057362	0.177772870128107	0.125354508699945	0.965873084374205	1.07870726599182	0.377612447457466	2.04155864974913	0.000836970771473648	"Nos2"	"nitric oxide synthase 2, inducible"
"ENSMUSG00000020827"	-0.0397633441889702	0.699458483050283	-0.00995157156010341	0.975448584986872	0.0381557989418192	0.774382446446151	-0.0115591168072544	0.90941072394417	"Mink1"	"misshapen-like kinase 1 (zebrafish)"
"ENSMUSG00000020828"	0.093902268744182	0.554978374350446	0.015766274669118	0.978642558514872	-0.0473205953608776	0.861765420419655	0.0623479480524225	0.676081091173971	"Pld2"	"phospholipase D2"
"ENSMUSG00000020829"	0.0795724229794377	0.769161805856479	-0.0261862127652184	0.973255536371804	0.269776046329133	0.263339384177841	0.323162256543352	0.0510906084516572	"Slc46a1"	"solute carrier family 46, member 1"
"ENSMUSG00000020831"	0.73346782057769	0.210301952757622	-0.54656522268919	0.700597767994378	-0.315819106966547	0.728171576109341	-0.128916509078047	0.846868223141584	"0610010K14Rik"	"RIKEN cDNA 0610010K14 gene"
"ENSMUSG00000020832"	0.0273340046225099	0.914809162750746	-0.0315189569473861	0.961616031285105	0.0508521681108088	0.872034598812618	0.0466672157859325	0.807788412791185	"Eral1"	"Era (G-protein)-like 1 (E. coli)"
"ENSMUSG00000020834"	0.436551207270809	0.0875995927683858	0.103361812952295	0.9241769446213	-0.117809172225254	0.840005090221957	0.42210384799785	0.0826510642698598	"Dhrs13"	"dehydrogenase/reductase (SDR family) member 13"
"ENSMUSG00000020836"	-0.343265962036896	0.0273645642644828	-0.0698197983154769	0.913567754903651	-0.0579775906275096	0.868865354566276	-0.471063350979882	0.000454779643204892	"Coro6"	"coronin 6"
"ENSMUSG00000020840"	0.103267833499175	0.383753575374618	0.0908741201237319	0.745335647678572	-0.0672290387664124	0.714255610161561	0.126912914856494	0.204999369716958	"Blmh"	"bleomycin hydrolase"
"ENSMUSG00000020841"	0.0181638124864257	0.9273682205505	-0.0985859416054894	0.73934040969582	0.0717490808711748	0.708307542482483	-0.00867304824788899	0.959273034158072	"Cpd"	"carboxypeptidase D"
"ENSMUSG00000020843"	0.0919116850809201	0.564766405055495	-0.00263939036147529	0.995169031553669	0.0202433763442165	0.946962975247298	0.109515671063661	0.412665136849228	"Timm22"	"translocase of inner mitochondrial membrane 22"
"ENSMUSG00000020844"	0.43467574742515	0.0269076899398141	0.0449657079999405	0.963428462725046	-0.296224495603143	0.314723915242968	0.183416959821947	0.404049200258086	"Nxn"	"nucleoredoxin"
"ENSMUSG00000020846"	0.304843709456091	0.0626410672562616	-0.187825070992436	0.634121038369585	0.118603594333901	0.687195775661744	0.235622232797555	0.144183327978069	"Fam101b"	"family with sequence similarity 101, member B"
"ENSMUSG00000020847"	0.201212611318646	0.734668562829841	-0.187482120112813	0.899472420898213	0.0520727642170018	0.956509296586324	0.0658032554228339	0.908591387352376	"Rph3al"	"rabphilin 3A-like (without C2 domains)"
"ENSMUSG00000020848"	0.184571888209173	0.340054183185133	-0.177371743676024	0.671447087600158	0.228970931885736	0.315964548669497	0.236171076418885	0.138511463704953	"Doc2b"	"double C2, beta"
"ENSMUSG00000020849"	0.0553374058972862	0.551935371543125	0.00865821425507987	0.980067538137587	0.0469793480974476	0.708601205483524	0.110974968249814	0.0931639327150928	"Ywhae"	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide"
"ENSMUSG00000020850"	-0.16560715407914	0.0278374924370166	0.0201236476531635	0.95295795061874	-0.102112906044048	0.361933829835399	-0.247596412470024	0.000110166166928271	"Prpf8"	"pre-mRNA processing factor 8"
"ENSMUSG00000020857"	-0.0221724056734545	0.970204293755842	0.211831004268258	0.842882434842901	-0.208477395969667	0.732813370084315	-0.018818797374864	0.972035072735434	"Nme2"	"NME/NM23 nucleoside diphosphate kinase 2"
"ENSMUSG00000020859"	-0.00211737481264758	0.988388338708181	-0.0111666212956575	0.974861347839935	-0.0363392825711149	0.814646168684901	-0.04962327867942	0.578406329840253	"Spag9"	"sperm associated antigen 9"
"ENSMUSG00000020863"	0.0338847923186071	0.800334696949625	0.0364458441327739	0.913567754903651	0.0476251361583268	0.762676425428505	0.117955772609708	0.144496930915721	"Luc7l3"	"LUC7-like 3 (S. cerevisiae)"
"ENSMUSG00000020864"	0.204290980601358	0.0165016406551998	-0.101876538981164	0.646442769725369	0.0803091762834252	0.590353816905952	0.18272361790362	0.0251880330098865	"Ankrd40"	"ankyrin repeat domain 40"
"ENSMUSG00000020865"	0.15804628892294	0.782190185269917	-0.175455010136745	0.897648297580897	-0.180011401379471	0.793106297941288	-0.197420122593276	0.640495546892672	"Abcc3"	"ATP-binding cassette, sub-family C (CFTR/MRP), member 3"
"ENSMUSG00000020866"	-0.168446379185508	0.133624816093317	0.0700821784852933	0.84385032255794	0.00976946330281589	0.972199792330686	-0.0885947373973988	0.453317529916137	"Cacna1g"	"calcium channel, voltage-dependent, T type, alpha 1G subunit"
"ENSMUSG00000020868"	0.0657829634272923	0.784742696036663	0.00144222876080777	0.997852013525052	-0.153903379060145	0.513788120764986	-0.0866781868720445	0.633067886213317	"Xylt2"	"xylosyltransferase II"
"ENSMUSG00000020869"	-0.130756482613687	0.234203525073131	-0.0364248346475541	0.927305666469729	0.125296421822107	0.384991765597247	-0.0418848954391341	0.740819225878049	"Lrrc59"	"leucine rich repeat containing 59"
"ENSMUSG00000020873"	0.151163327763108	0.279635991279672	-0.0243066720811916	0.965200777943271	0.0540631792934192	0.839490693720734	0.180919834975336	0.134503324422943	"Slc35b1"	"solute carrier family 35, member B1"
"ENSMUSG00000020876"	0.00975693665096762	0.966160323549954	-0.0389435154735034	0.941805492294196	0.00671304936855074	0.985552669305792	-0.022473529453985	0.896181262012632	"Snx11"	"sorting nexin 11"
"ENSMUSG00000020877"	0.133514924615933	0.766838010670494	-0.144536097031413	0.888927187314278	-0.115042643724679	0.848356033157746	-0.126063816140159	0.72233016071024	"Scrn2"	"secernin 2"
"ENSMUSG00000020878"	0.357722111727231	0.669303143885373	0.208422660278813	0.941805492294196	0.394147139760987	0.773799841759312	0.960291911767031	0.131622888498057	"Lrrc46"	"leucine rich repeat containing 46"
"ENSMUSG00000020882"	0.0126093151358898	0.94908062737941	-0.102464066307326	0.71469856171469	0.169126670458946	0.213461757041589	0.0792719192875107	0.508375990786162	"Cacnb1"	"calcium channel, voltage-dependent, beta 1 subunit"
"ENSMUSG00000020883"	-0.0672598457681271	0.638720072008855	-0.021502369434979	0.963240345137602	0.0128555138121824	0.959039749377543	-0.0759067013909237	0.518525420271142	"Fbxl20"	"F-box and leucine-rich repeat protein 20"
"ENSMUSG00000020884"	0.50095057685715	0.586671906677933	-0.123514702689073	0.968995869478505	-0.451745995993593	0.710782911024491	-0.0743101218255155	0.940370840866187	"Asgr1"	"asialoglycoprotein receptor 1"
"ENSMUSG00000020886"	0.259823191659904	3.82034772352235e-06	0.00902634395217848	0.978642558514872	0.154844915678174	0.0440947407548218	0.423694451290256	9.7673822534109e-17	"Dlg4"	"discs, large homolog 4 (Drosophila)"
"ENSMUSG00000020888"	-0.105349001384637	0.627911510369887	0.0188105142320631	0.98088639819568	-0.0426246531703698	0.906021441033226	-0.129163140322944	0.462439270205821	"Dvl2"	"dishevelled 2, dsh homolog (Drosophila)"
"ENSMUSG00000020889"	-0.55089158072848	0.00217807106173089	0.367579477632742	0.271042198026211	-0.0225018160400179	0.964039484219932	-0.205813919135756	0.327011632729855	"Nr1d1"	"nuclear receptor subfamily 1, group D, member 1"
"ENSMUSG00000020890"	-0.251895508597213	0.342327834784951	0.0887011187744626	0.918132535208264	-0.0957015881344599	0.841196343031252	-0.25889597795721	0.278376872728497	"Gucy2e"	"guanylate cyclase 2e"
"ENSMUSG00000020891"	-0.294583608693425	0.352355872441631	-0.305716147898571	0.583087740601895	-0.0427449519579032	0.942415215929991	-0.643044708549899	0.00455702498393105	"Alox8"	"arachidonate 8-lipoxygenase"
"ENSMUSG00000020892"	-0.330021505259447	0.251596323161256	0.20192170667204	0.794614206443527	-0.297932641015312	0.430332751311267	-0.426032439602718	0.0785566638787415	"Aloxe3"	"arachidonate lipoxygenase 3"
"ENSMUSG00000020893"	-0.128279994416687	0.783471289356054	0.501480980924121	0.346922824237206	-0.0955757784743753	0.88506443831794	0.277625208033059	0.371122551713691	"Per1"	"period circadian clock 1"
"ENSMUSG00000020894"	0.0563556613269897	0.493583021115706	-0.00467276220756764	0.988809280979687	-0.00576053210059638	0.97336109578148	0.0459223670188256	0.532994867919305	"Vamp2"	"vesicle-associated membrane protein 2"
"ENSMUSG00000020895"	-0.0362421393927744	0.936139728420625	-0.124844022567885	0.884605707487228	0.30633460427902	0.406463362564855	0.14524844231836	0.63827451306447	"Tmem107"	"transmembrane protein 107"
"ENSMUSG00000020898"	-0.191390973818439	0.0957922889352018	0.142812994924583	0.552143278066431	-0.116162402404505	0.506439407580388	-0.164740381298361	0.135304761068549	"Ctc1"	"CTS telomere maintenance complex component 1"
"ENSMUSG00000020899"	-0.0566716324781767	0.708066603985081	-0.0368609697235526	0.92777926483307	0.01800971569692	0.941253260999971	-0.0755228865048093	0.522500614888447	"Pfas"	"phosphoribosylformylglycinamidine synthase (FGAR amidotransferase)"
"ENSMUSG00000020900"	-0.198092065290503	0.00148227652759115	0.031798319464218	0.910990365855719	0.0376064632816331	0.781638454378131	-0.128687282544652	0.0468536808409426	"Myh10"	"myosin, heavy polypeptide 10, non-muscle"
"ENSMUSG00000020901"	0.240028318992081	0.588626887445534	-0.00446035758437711	0.997003513153996	-0.100226695428611	0.896663169395043	0.135341265979094	0.745892385850035	"Pik3r5"	"phosphoinositide-3-kinase, regulatory subunit 5, p101"
"ENSMUSG00000020902"	0.0946750079523308	0.73065299790343	0.199310938467797	0.671179772554875	-0.239472564344126	0.375599712867129	0.054513382076002	0.823135066339735	"Ntn1"	"netrin 1"
"ENSMUSG00000020903"	0.0519031823555806	0.830691820398407	-0.0304992076923911	0.964284574445046	0.0714001526025127	0.815547180018947	0.0928041272657022	0.604804575055042	"Stx8"	"syntaxin 8"
"ENSMUSG00000020904"	0.106887334705665	0.912122808087917	0.261384879410127	0.904055246765503	0.013540701879317	0.994122092876059	0.381812915995109	0.557697813537785	"Cfap52"	"cilia and flagella associated protein 52"
"ENSMUSG00000020905"	0.194166095799952	0.752204753609494	0.515553658694564	0.577500302826138	0.168995758881146	0.865872115637081	0.878715513375661	0.021134036774208	"Usp43"	"ubiquitin specific peptidase 43"
"ENSMUSG00000020908"	0.424800558946554	0.406255480697787	-0.414133860702189	0.708309704292432	0.0109382542937671	0.993674084727243	0.0216049525381321	0.975030696790835	"Myh3"	"myosin, heavy polypeptide 3, skeletal muscle, embryonic"
"ENSMUSG00000020910"	-0.033808168033645	0.906263060401566	-0.00694933315104943	0.992187896957275	0.179578146320901	0.477571678456224	0.138820645136206	0.45411554430027	"Adprm"	"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent"
"ENSMUSG00000020912"	0.0534256294766264	0.920622533660754	0.0621516285452873	0.963240345137602	-0.118749511898685	0.853425416815349	-0.00317225387677129	0.994958372109721	"Krt12"	"keratin 12"
"ENSMUSG00000020914"	2.33926975962948	7.96225629055877e-15	0.94976387618066	0.436354310300848	0.0387330863426508	0.987566915162495	3.3277667221528	2.80745858959678e-21	"Top2a"	"topoisomerase (DNA) II alpha"
"ENSMUSG00000020917"	-0.0303056270504023	0.78547341063943	0.0652435450726189	0.737483367972176	-0.0352445425133811	0.801656403689741	-0.000306624491164418	0.998018181973462	"Acly"	"ATP citrate lyase"
"ENSMUSG00000020918"	-0.111353734495673	0.443286756313758	-0.0398841530031171	0.939187922542471	0.0427888224452957	0.868067549700197	-0.108449065053495	0.391168755042939	"Kat2a"	"K(lysine) acetyltransferase 2A"
"ENSMUSG00000020919"	0.0357799180333679	0.870052312360794	-0.00606234332055281	0.991994577812997	0.021626600545512	0.944799346141962	0.0513441752583271	0.757002599518349	"Stat5b"	"signal transducer and activator of transcription 5B"
"ENSMUSG00000020921"	0.187685363382903	0.28796508277247	-0.175002376076158	0.634624154322299	0.0562162593863466	0.870118965726036	0.0688992466930917	0.726685658604848	"Tmem101"	"transmembrane protein 101"
"ENSMUSG00000020922"	0.0430053967510037	0.868857268107488	0.0469452360232722	0.946544904690619	0.0506693900362573	0.88506443831794	0.140620022810533	0.400248311198889	"Lsm12"	"LSM12 homolog (S. cerevisiae)"
"ENSMUSG00000020923"	0.163533922936529	0.0554588369034791	-0.115261040667512	0.532417997124871	0.0911177131224272	0.489920900587965	0.139390595391445	0.0883518345136656	"Ubtf"	"upstream binding transcription factor, RNA polymerase I"
"ENSMUSG00000020925"	0.0535623395160715	0.813795723948093	-0.108584934269119	0.796218765790125	0.0905254931399696	0.725587448900434	0.035502898386922	0.859081746653367	"Ccdc43"	"coiled-coil domain containing 43"
"ENSMUSG00000020926"	0.023861109623934	0.884700790465886	-0.0162416337491549	0.968995869478505	-0.0244275778208248	0.909468275061536	-0.0168081019460457	0.901208339437236	"Adam11"	"a disintegrin and metallopeptidase domain 11"
"ENSMUSG00000020928"	0.191385744337386	0.776996373336082	0.0167377149489433	0.992635151105492	-0.277426399226169	0.72754912385919	-0.06930293993984	0.911440654347929	"Higd1b"	"HIG1 domain family, member 1B"
"ENSMUSG00000020929"	-0.0951152994015591	0.262980022831228	0.060863095347955	0.788749708168717	-0.0580850973518693	0.65602280254492	-0.0923373014054734	0.232155749329659	"Eftud2"	"elongation factor Tu GTP binding domain containing 2"
"ENSMUSG00000020930"	0.00482163945486765	0.995123823319633	-0.210774239636932	0.887733845657328	-0.00937709477152305	0.994122092876059	-0.215329694953587	0.67284773608883	"Ccdc103"	"coiled-coil domain containing 103"
"ENSMUSG00000020932"	0.508309551144547	5.932536427907e-05	-0.499687961212465	0.00184595324134546	-0.458407735612758	0.00140220809338745	-0.449786145680677	0.000231492895604576	"Gfap"	"glial fibrillary acidic protein"
"ENSMUSG00000020935"	0.204405136252596	0.260528233189943	0.00113402762021056	0.998207109577894	0.044423296255484	0.906749301945309	0.249962460128291	0.110582481270754	"Dcakd"	"dephospho-CoA kinase domain containing"
"ENSMUSG00000020936"	-0.200958481178382	0.00701058099514619	0.0479116913234418	0.86717067751449	-0.0484772964711774	0.745929332221278	-0.201524086326117	0.00400591112995614	"Nmt1"	"N-myristoyltransferase 1"
"ENSMUSG00000020937"	-0.0104507447242263	0.980739847017687	-0.039968358386405	0.968190277646172	-0.0360402208336353	0.947846536296956	-0.0864593239442665	0.766581753736959	"Plcd3"	"phospholipase C, delta 3"
"ENSMUSG00000020940"	0.249019043012363	0.698536854703881	-0.126979241888279	0.947630449690994	-0.228923587336602	0.782146047500802	-0.106883786212519	0.857673619036877	"1700023F06Rik"	"RIKEN cDNA 1700023F06 gene"
"ENSMUSG00000020941"	0.043458359708154	0.93699366054132	-0.149954776637167	0.888605923803331	0.519988129287669	0.181492733230163	0.413491712358657	0.178000852725607	"Map3k14"	"mitogen-activated protein kinase kinase kinase 14"
"ENSMUSG00000020946"	0.110324966517217	0.210301952757622	-0.00799524147727384	0.983378199155723	-0.136691093890702	0.18239474041024	-0.0343613688507589	0.735842052688291	"Gosr2"	"golgi SNAP receptor complex member 2"
"ENSMUSG00000020948"	0.00833721700504679	0.982980836385684	-0.106396353993219	0.882706714590661	0.365244685499021	0.13959702750892	0.267185548510849	0.185527035623145	"Klhl28"	"kelch-like 28"
"ENSMUSG00000020949"	-0.0784351436423373	0.588626887445534	0.0410486477293532	0.923466909389658	-0.052058816980371	0.808794242083871	-0.0894453128933552	0.447923224959705	"Fkbp3"	"FK506 binding protein 3"
"ENSMUSG00000020950"	0.0583874320032517	0.717666491506414	-0.0888391684457883	0.782140363117758	0.260337628015799	0.0277914431066636	0.229885891573262	0.0191997556969642	"Foxg1"	"forkhead box G1"
"ENSMUSG00000020952"	-0.0455798982357378	0.837617702870567	0.0953270630429282	0.829606438016665	-0.198761349094297	0.268500826408235	-0.149014184287107	0.279535434018424	"Scfd1"	"Sec1 family domain containing 1"
"ENSMUSG00000020953"	0.102276792474514	0.498227964420838	-0.060359159443743	0.888423587814003	0.0980510311772912	0.624814049650973	0.139968664208063	0.254491051645121	"Coch"	"coagulation factor C homolog (Limulus polyphemus)"
"ENSMUSG00000020954"	0.0420968699679617	0.767971733363029	0.024099771588763	0.951473803804889	0.00372322812948782	0.98981300303265	0.0699198696862125	0.49604300367448	"Strn3"	"striatin, calmodulin binding protein 3"
"ENSMUSG00000020955"	0.0706295799132505	0.75290873686203	-0.00842164327268008	0.99032658590345	0.0999082207069998	0.707573787470068	0.16211615734757	0.284356201145138	"Ap4s1"	"adaptor-related protein complex AP-4, sigma 1"
"ENSMUSG00000020956"	0.037959126475993	0.9273682205505	0.0437127301114996	0.965200777943271	-0.00200299241339753	0.998015622449408	0.0796688641740951	0.791929671850219	"Dtd2"	"D-tyrosyl-tRNA deacylase 2"
"ENSMUSG00000020961"	0.356919638410289	0.0655079430791085	-0.155075851475058	0.796218765790125	-0.131170122384942	0.709274359443331	0.070673664550289	0.77654209726596	"Ston2"	"stonin 2"
"ENSMUSG00000020962"	-0.122187133814027	0.441287832309538	0.0389179019830699	0.946544904690619	0.0533728784406134	0.846699920845811	-0.0298963533903438	0.872072483062237	"Gtf2a1"	"general transcription factor II A, 1"
"ENSMUSG00000020963"	0.355181609298626	0.705937228005823	0.291317618403935	0.916041883920508	-0.434542261371028	0.737347210286321	0.211956966331532	0.801907515354982	"Tshr"	"thyroid stimulating hormone receptor"
"ENSMUSG00000020964"	-0.0138380670773061	0.931937522641508	-0.133088230968526	0.436820778693525	0.083299119832923	0.54097030856711	-0.063627178212909	0.523235728145436	"Sel1l"	"sel-1 suppressor of lin-12-like (C. elegans)"
"ENSMUSG00000020973"	-0.191529191082519	0.588626887445534	0.220817556370733	0.775964309167357	0.0517479540685153	0.938112276798251	0.0810363193567292	0.828422076972873	"Dnaaf2"	"dynein, axonemal assembly factor 2"
"ENSMUSG00000020978"	-0.128355826994078	0.121675844438697	-0.0381585815727653	0.900080893999172	-0.0157322104297078	0.934488695411348	-0.182246618996552	0.00895814948908709	"Klhdc2"	"kelch domain containing 2"
"ENSMUSG00000020982"	-0.103522573423498	0.462636254012111	0.0468695595948684	0.916041883920508	-0.0217185050567677	0.936696713695715	-0.0783715188853974	0.551772670482845	"Nemf"	"nuclear export mediator factor"
"ENSMUSG00000020986"	-0.142665105418638	0.102379004296009	0.0738561612711581	0.761940700529973	-0.0190020649495098	0.923791817740792	-0.0878110090969893	0.325803936655003	"Sec23a"	"SEC23A (S. cerevisiae)"
"ENSMUSG00000020988"	-0.204956214745895	0.224206413636245	0.0392645681980536	0.951473803804889	0.133852488084958	0.602310017613448	-0.0318391584628839	0.889551154540411	"L2hgdh"	"L-2-hydroxyglutarate dehydrogenase"
"ENSMUSG00000020990"	-0.373904161828121	0.0643555569901474	0.190068420783379	0.722888296798056	-0.3968503557055	0.0813507172691893	-0.580686096750243	0.000530677929218774	"Cdkl1"	"cyclin-dependent kinase-like 1 (CDC2-related kinase)"
"ENSMUSG00000020992"	0.168207271198312	0.824675514523422	-0.518217086612037	0.602380092773486	0.0953589055355589	0.923791817740792	-0.254650909878167	0.633067886213317	"4930512B01Rik"	""
"ENSMUSG00000020993"	0.0628847864220171	0.689527249031318	0.0155804065560988	0.975420847814298	-0.0509713673744491	0.819274239258318	0.0274938256036668	0.857669122870316	"Trappc6b"	"trafficking protein particle complex 6B"
"ENSMUSG00000020994"	0.105794574317278	0.315356682974245	0.0710392844941803	0.802246793186248	-0.0822594809334165	0.580870455468168	0.0945743778780422	0.319772805393694	"Pnn"	"pinin"
"ENSMUSG00000021000"	0.0211359013335605	0.905754362459581	0.0262204673716365	0.951473803804889	-0.0661847416527297	0.716894718247652	-0.0188283729475327	0.897262522594346	"Ctage5"	"CTAGE family, member 5"
"ENSMUSG00000021003"	0.0309784676422461	0.886100591899574	-0.0360894735999151	0.947162448272548	0.170074520240032	0.34602950557243	0.164963514282363	0.192808095910078	"Galc"	"galactosylceramidase"
"ENSMUSG00000021007"	-0.239578200642593	0.265333266386525	0.27104971516431	0.490398002781347	-0.207186400009917	0.478344370327923	-0.175714885488199	0.395451463468934	"Spata7"	"spermatogenesis associated 7"
"ENSMUSG00000021009"	-0.275972677696762	0.180311263263921	0.0741574712797696	0.919295524926256	0.115771401011789	0.746693948662047	-0.0860438054052039	0.732496731714729	"Ptpn21"	"protein tyrosine phosphatase, non-receptor type 21"
"ENSMUSG00000021010"	-0.0542290469374958	0.858410949282684	-0.0189446192684398	0.98238512557471	-0.026204006602019	0.952488478890231	-0.0993776728079546	0.648906637405536	"Npas3"	"neuronal PAS domain protein 3"
"ENSMUSG00000021012"	-0.126358269636917	0.315356682974245	0.078306269110616	0.82409630625662	-0.135779321157876	0.393320323320469	-0.183831321684177	0.0732157484621148	"Zc3h14"	"zinc finger CCCH type containing 14"
"ENSMUSG00000021013"	-0.121759491034901	0.486074206774102	0.0281143898755045	0.964405945084921	0.157900095201044	0.459499570340262	0.064254994041647	0.71921997193664	"Ttc8"	"tetratricopeptide repeat domain 8"
"ENSMUSG00000021018"	-0.0846734698226906	0.80698522554788	0.0888127589957249	0.916349579303235	0.159555075509857	0.681212543885592	0.163694364682892	0.520326746139182	"Polr2h"	"polymerase (RNA) II (DNA directed) polypeptide H"
"ENSMUSG00000021022"	-0.100513871772473	0.648335526813101	-0.107774621083227	0.829748169514366	0.19061052896054	0.406813224128522	-0.0176779638951596	0.942647718193197	"Ppp2r3c"	"protein phosphatase 2, regulatory subunit B'', gamma"
"ENSMUSG00000021023"	-0.184691708054132	0.510202039834922	0.272759993546305	0.57234018813269	-0.0400351852787141	0.944292338334035	0.0480331002134591	0.886600563403296	"1110008L16Rik"	"RIKEN cDNA 1110008L16 gene"
"ENSMUSG00000021024"	-0.0139333805774836	0.939345409580207	0.0668160956695803	0.833859608381458	0.00543609957963745	0.986697383594653	0.0583188146717341	0.623821487671276	"Psma6"	"proteasome (prosome, macropain) subunit, alpha type 6"
"ENSMUSG00000021025"	0.0338395251586015	0.945407117035378	0.458571536684921	0.346925750822183	-0.571360720147284	0.0598187397982691	-0.0789496583037623	0.823135066339735	"Nfkbia"	"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha"
"ENSMUSG00000021027"	-0.247261897227739	0.00407459196725303	-0.0136105548511978	0.975448584986872	0.03439688193108	0.869077302872505	-0.226475570147857	0.00610316760013623	"Ralgapa1"	"Ral GTPase activating protein, alpha subunit 1"
"ENSMUSG00000021028"	-0.0979434469212096	0.641710892405599	0.0317180205257687	0.963240345137602	-0.0628958703301156	0.843824461116409	-0.129121296725556	0.437996333451174	"Mbip"	"MAP3K12 binding inhibitory protein 1"
"ENSMUSG00000021032"	-0.026696609007931	0.958890261829509	0.210781216047073	0.804214190386199	-0.231405991584359	0.61644557474955	-0.0473213845452168	0.90578503463861	"Ngb"	"neuroglobin"
"ENSMUSG00000021033"	-0.113484309777127	0.588626887445534	-0.01570791226347	0.982709631849791	0.0571995969321785	0.866229645612355	-0.0719926251084189	0.711481381081039	"Gstz1"	"glutathione transferase zeta 1 (maleylacetoacetate isomerase)"
"ENSMUSG00000021036"	0.138153597840502	0.30326169988225	0.0309911933601095	0.951595330085657	0.0369991824933178	0.892460168262832	0.206143973693929	0.0625295213581891	"Sptlc2"	"serine palmitoyltransferase, long chain base subunit 2"
"ENSMUSG00000021037"	0.188550644785442	0.117990193298304	-0.152143307446695	0.544180541058125	0.233102244374467	0.0847430582777785	0.269509581713214	0.0080821881063728	"Ahsa1"	"AHA1, activator of heat shock protein ATPase 1"
"ENSMUSG00000021038"	0.0794295114451986	0.593867666027976	-0.0696594274768857	0.849505778639289	-0.053242141683466	0.809017907080033	-0.0434720577151531	0.756185535262448	"Vipas39"	"VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog"
"ENSMUSG00000021039"	-0.0373836568469325	0.864307222022687	-0.14533931343472	0.626507025105537	0.0015207802599756	0.997780899648898	-0.181202190021677	0.146899069338916	"Snw1"	"SNW domain containing 1"
