"Genes"	"logFC: 6M HET vs 2M HET"	"FDR: 6M HET vs 2M HET"	"logFC: 18M HET vs 6M HET"	"FDR: 18M HET vs 6M HET"	"logFC: 24M HET vs 18M HET"	"FDR: 24M HET vs 18M HET"	"logFC: 24M HET vs 2M HET"	"FDR: 24M HET vs 2M HET"	"Gene Symbol"	"Gene Description"
"ENSMUSG00000024052"	-0.0422499643683904	0.803308014095821	0.00903095465006141	0.978015583782436	0.0402490145131725	0.760659490641922	0.00703000479484355	0.952067173536344	"Lpin2"	"lipin 2"
"ENSMUSG00000024053"	0.259729369444881	0.672606614854129	0.0639810248912563	0.964571209370039	-0.499609477475791	0.230326813413011	-0.175899083139653	0.677527251548099	"Emilin2"	"elastin microfibril interfacer 2"
"ENSMUSG00000024054"	-0.167661143935966	0.170050519282519	0.117407870009716	0.53218927430569	0.0321372258476086	0.853212277007709	-0.0181160480786415	0.897305606226031	"Smchd1"	"SMC hinge domain containing 1"
"ENSMUSG00000024055"	-0.194644658394107	0.684128041483911	0.0883626376650636	0.917633656684192	-0.169717032149691	0.671248236211658	-0.275999052878735	0.33575060176633	"Cyp4f13"	"cytochrome P450, family 4, subfamily f, polypeptide 13"
"ENSMUSG00000024059"	-0.142261280176779	0.192070109771175	0.0724346262208163	0.716855064264601	-0.202586363813323	0.0243895048253552	-0.272413017769285	0.000216180493574863	"Clip4"	"CAP-GLY domain containing linker protein family, member 4"
"ENSMUSG00000024063"	0.0454656569194158	0.852520722915495	-0.0660283101960163	0.828891626181718	-0.18612641573977	0.140983647277966	-0.206689069016371	0.0469425767575778	"Lbh"	"limb-bud and heart"
"ENSMUSG00000024064"	0.0188306782930728	0.954850702299551	0.0494866722659646	0.91151464549702	0.147992924922563	0.424247072313727	0.2163102754816	0.118471681159738	"Galnt14"	"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 14"
"ENSMUSG00000024065"	-0.0793796809856046	0.552776771296387	0.0348616902556497	0.891001428390716	-0.0630880647369775	0.59755331911524	-0.107606055466932	0.210082741407249	"Ehd3"	"EH-domain containing 3"
"ENSMUSG00000024066"	-0.473158672336766	0.484907275932227	0.340733980894689	0.751542656293871	-0.945393679049317	0.0476854948483721	-1.07781837049139	0.00646424901864343	"Xdh"	"xanthine dehydrogenase"
"ENSMUSG00000024067"	0.0109733855493697	0.987171407630635	-0.13448358531533	0.834944987750266	-0.0505668168666171	0.904787147894355	-0.174077016632577	0.514859846719679	"Dpy30"	"dpy-30 homolog (C. elegans)"
"ENSMUSG00000024068"	0.0904869995463226	0.513679049060552	0.0512812931882034	0.836866682730978	0.100706776392558	0.398776630583913	0.242475069127084	0.00277723933519571	"Spast"	"spastin"
"ENSMUSG00000024069"	-0.101629975872519	0.775544066502663	0.192644450604959	0.615319171381774	0.024077339251724	0.949702948838174	0.115091813984164	0.615318878732169	"Slc30a6"	"solute carrier family 30 (zinc transporter), member 6"
"ENSMUSG00000024070"	-0.0794627139864822	0.755528871501045	0.0513406334687891	0.899166935491677	-0.00493705499077788	0.984566786904094	-0.0330591355084709	0.857496738787789	"Prkd3"	"protein kinase D3"
"ENSMUSG00000024072"	0.0403580578644076	0.868570883834926	0.0497388751959333	0.880776698455067	-0.0162901229905547	0.939211575323218	0.0738068100697862	0.56725874949798	"Yipf4"	"Yip1 domain family, member 4"
"ENSMUSG00000024073"	-0.0254972711285333	0.877284363555341	0.0337162687209175	0.87670256026684	0.0867772492665125	0.34991327091851	0.0949962468588967	0.205155695848962	"Birc6"	"baculoviral IAP repeat-containing 6"
"ENSMUSG00000024074"	-0.0368926207654048	0.846037209601055	0.000817748067920701	0.997798363475107	-0.00520895684134737	0.97510847079527	-0.0412838295388315	0.712584541018307	"Crim1"	"cysteine rich transmembrane BMP regulator 1 (chordin like)"
"ENSMUSG00000024076"	0.0920949001067343	0.918995138004228	-0.251921542078414	0.795061614462004	-0.0548087094764261	0.937138797685704	-0.214635351448106	0.62972091595828	"Vit"	"vitrin"
"ENSMUSG00000024077"	0.234273814296801	0.00131551610063273	0.00582560779045134	0.98727827776215	0.0992286051592252	0.301075108942796	0.339328027246478	4.79387301740345e-08	"Strn"	"striatin, calmodulin binding protein"
"ENSMUSG00000024078"	0.0367550580454607	0.906916272944534	-0.160145733896962	0.51979739807552	-0.110912171691038	0.531055738326042	-0.23430284754254	0.0616147631610048	"Ttc27"	"tetratricopeptide repeat domain 27"
"ENSMUSG00000024079"	0.11510767117919	0.755019019623196	-0.254512931560229	0.454955677129961	-0.248333654496873	0.251770067712313	-0.387738914877912	0.0218176886086125	"Eif2ak2"	"eukaryotic translation initiation factor 2-alpha kinase 2"
"ENSMUSG00000024081"	0.032622252134214	0.889087864422687	-0.128521812580895	0.50851791433488	0.108657591303812	0.42438417222584	0.0127580308571317	0.930600839310568	"Cebpz"	"CCAAT/enhancer binding protein zeta"
"ENSMUSG00000024082"	-0.0953499734051059	0.617024367316805	0.109185718424229	0.660461377225239	0.00516018991913731	0.982226719431989	0.0189959349382608	0.907675820537705	"Ndufaf7"	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex assembly factor 7"
"ENSMUSG00000024083"	-0.149733948311008	0.0346249246317087	0.0315740260374511	0.868696156321718	0.108881339400348	0.150251009619349	-0.00927858287320901	0.919407139619919	"Pja2"	"praja 2, RING-H2 motif containing"
"ENSMUSG00000024084"	-0.0373354362049622	0.924168259098524	0.143608527837854	0.700343616620562	0.0739781978476532	0.79028346330089	0.180251289480545	0.313881900461812	"Qpct"	"glutaminyl-peptide cyclotransferase (glutaminyl cyclase)"
"ENSMUSG00000024085"	0.0208689570631299	0.945235794869451	-0.0289576913859288	0.950037834940011	0.00156672655864737	0.99435152152072	-0.00652200776415147	0.971680168781626	"Man2a1"	"mannosidase 2, alpha 1"
"ENSMUSG00000024087"	0.240109255185249	0.706287982637736	-0.154788664669507	0.883746455942707	-0.834125599728171	0.0122359541725763	-0.74880500921243	0.0100714498051765	"Cyp1b1"	"cytochrome P450, family 1, subfamily b, polypeptide 1"
"ENSMUSG00000024091"	0.0482789145791075	0.795553419319149	0.0106391011827095	0.977218820931128	0.069418497497222	0.597227560116187	0.128336513259039	0.162849919447485	"Vapa"	"vesicle-associated membrane protein, associated protein A"
"ENSMUSG00000024095"	-0.0434754049782619	0.81675676316993	0.115859068978798	0.482829084214518	-0.0351396626654934	0.815515192191895	0.0372440013350423	0.748761580774479	"Hnrnpll"	"heterogeneous nuclear ribonucleoprotein L-like"
"ENSMUSG00000024096"	-0.0480688426080117	0.797550833791281	-0.0123816457678266	0.972261684939198	0.112828611533146	0.328090860576587	0.0523781231573072	0.641249503265563	"Ralbp1"	"ralA binding protein 1"
"ENSMUSG00000024097"	-0.0519616633044595	0.818615749433115	0.00284030019788141	0.995676414247985	0.239125792047564	0.0428649437371859	0.190004428940985	0.0688915142730921	"Srsf7"	"serine/arginine-rich splicing factor 7"
"ENSMUSG00000024098"	0.0069510175168619	0.983014169617733	-0.0671369281177877	0.822189435349986	-0.0887714134514374	0.564826495445761	-0.148957324052363	0.182166477379549	"Twsg1"	"twisted gastrulation homolog 1 (Drosophila)"
"ENSMUSG00000024099"	-0.150208749338787	0.176203307670956	0.0603366757406313	0.79461027272624	-0.0420115959097292	0.769584972106835	-0.131883669507885	0.13508009537568	"Ndufv2"	"NADH dehydrogenase (ubiquinone) flavoprotein 2"
"ENSMUSG00000024101"	-0.0995594753134204	0.693865228495559	0.0981556001750679	0.785094811889303	-0.2130587608129	0.198690757753285	-0.214462635951253	0.119126222085025	"Wash1"	"WAS protein family homolog 1"
"ENSMUSG00000024104"	-0.0828559475260663	0.472165347886392	0.0162330138944223	0.95598422462318	-0.187923494305946	0.0173718671550876	-0.25454642793759	7.5475081112136e-05	"Fam21"	"family with sequence similarity 21"
"ENSMUSG00000024109"	0.00752446830821517	0.973902676333943	0.0757880414874773	0.669891904753922	0.219966057902683	0.00736696980910443	0.303278567698375	5.45095191806098e-06	"Nrxn1"	"neurexin I"
"ENSMUSG00000024112"	-0.0312892348788105	0.909835523760377	-0.0458564821559523	0.89816114085152	-0.0584855986568923	0.75382304759029	-0.135631315691655	0.263866094259017	"Cacna1h"	"calcium channel, voltage-dependent, T type, alpha 1H subunit"
"ENSMUSG00000024118"	-0.208298402834036	0.545505952325568	0.00803135231016626	0.99391015615714	-0.160291548627381	0.592915254388567	-0.36055859915125	0.0862855186397506	"1600002H07Rik"	"RIKEN cDNA 1600002H07 gene"
"ENSMUSG00000024120"	-0.0900160761811846	0.537311035311872	0.13240995152854	0.413520783608358	-0.0495066696247774	0.737922463157323	-0.00711279427742219	0.957930380483457	"Lrpprc"	"leucine-rich PPR-motif containing"
"ENSMUSG00000024121"	-0.059749512298882	0.714080934827879	-0.00823852842273829	0.982801861538425	0.121579288048988	0.271219860271775	0.0535912473273682	0.624698261308761	"Atp6v0c"	"ATPase, H+ transporting, lysosomal V0 subunit C"
"ENSMUSG00000024122"	-0.0165457657009191	0.934237271278906	0.0618233323335424	0.76847873673166	0.15124845201545	0.118112296806522	0.196526018648073	0.0106428877072539	"Pdpk1"	"3-phosphoinositide dependent protein kinase 1"
"ENSMUSG00000024127"	-0.230077113071473	0.000365568713973429	0.0389052178830037	0.836866682730978	-0.0715559620085494	0.421578867877475	-0.262727857197018	3.62021607494704e-06	"Prepl"	"prolyl endopeptidase-like"
"ENSMUSG00000024130"	0.0309340098504143	0.874451845185026	-0.0384043427322595	0.883746455942707	-0.0018844542696849	0.990559626180514	-0.00935478715153019	0.939225899183796	"Abca3"	"ATP-binding cassette, sub-family A (ABC1), member 3"
"ENSMUSG00000024132"	0.0371303172166424	0.947792831510031	-0.0322908754217808	0.971851538920528	0.178395879628282	0.605469307460182	0.183235321423144	0.501853355721347	"Eci1"	"enoyl-Coenzyme A delta isomerase 1"
"ENSMUSG00000024135"	0.099108897791158	0.754696965839994	-0.03239426529569	0.961429268520216	0.208294749035032	0.344521384649645	0.2750093815305	0.105869131285228	"Srbd1"	"S1 RNA binding domain 1"
"ENSMUSG00000024136"	0.0602776509351816	0.92988601028942	-0.167825917976919	0.824127952819322	0.890897953001868	0.00477858250979693	0.78334968596013	0.0059504439746663	"Dnase1l2"	"deoxyribonuclease 1-like 2"
"ENSMUSG00000024137"	0.00316727852332245	0.993671355422129	-0.00782348711240412	0.989792771072194	-0.0667965472048118	0.778899049212183	-0.0714527557938935	0.694185896027792	"E4f1"	"E4F transcription factor 1"
"ENSMUSG00000024140"	0.343187471283426	0.000151391223604973	0.0193140859225758	0.961429268520216	-0.316933810387885	0.000980626509677492	0.0455677468181167	0.709355874608443	"Epas1"	"endothelial PAS domain protein 1"
"ENSMUSG00000024142"	-0.0201759896065941	0.947468330027537	0.0538418785053461	0.88820818522107	-0.0903510132117977	0.626301482857217	-0.0566851243130458	0.726365550050498	"Mlst8"	"MTOR associated protein, LST8 homolog (S. cerevisiae)"
"ENSMUSG00000024143"	0.0563037644846808	0.802438681927104	-0.103073850594832	0.662397836972779	-0.0646946776678869	0.691322784350802	-0.111464763778038	0.33449740957791	"Rhoq"	"ras homolog gene family, member Q"
"ENSMUSG00000024145"	-0.0429347821150235	0.942299916472369	-0.08811881656305	0.910073518184912	0.037490211678145	0.936508435551703	-0.0935633869999284	0.772942230663148	"Pigf"	"phosphatidylinositol glycan anchor biosynthesis, class F"
"ENSMUSG00000024146"	-0.000342753874366778	0.998519703125417	0.0788285022460192	0.737314192998656	0.148451386626034	0.237431543851441	0.226937134997687	0.0172907437951802	"Cript"	"cysteine-rich PDZ-binding protein"
"ENSMUSG00000024150"	-0.175926961638747	0.131048100584952	-0.13222482065163	0.424729671173138	0.053024805261486	0.715458457879679	-0.25512697702889	0.00293276779285343	"Mcfd2"	"multiple coagulation factor deficiency 2"
"ENSMUSG00000024151"	-0.140825070785694	0.312926765354251	0.0924145437060454	0.683446379426937	-0.0249410453854118	0.895177176260473	-0.0733515724650605	0.545936907477011	"Msh2"	"mutS homolog 2 (E. coli)"
"ENSMUSG00000024158"	-0.147758428339688	0.206267010897025	0.054337865151114	0.827033380137263	-0.0913522967703412	0.448314109092396	-0.184772859958916	0.0327271076297532	"Hagh"	"hydroxyacyl glutathione hydrolase"
"ENSMUSG00000024160"	-0.175815323321345	0.72078206469634	0.0899128457314309	0.916019820073393	-0.449922879779778	0.124404394243592	-0.535825357369692	0.0267691908167644	"Spsb3"	"splA/ryanodine receptor domain and SOCS box containing 3"
"ENSMUSG00000024163"	0.0165036111873805	0.918192138906492	-0.0933644073080919	0.426080888381166	0.069206650662586	0.42461095946341	-0.00765414545812538	0.934423160743702	"Mapk8ip3"	"mitogen-activated protein kinase 8 interacting protein 3"
"ENSMUSG00000024164"	-1.05353683918026	0.270065777121302	-1.10607712211278	0.213115431879609	-1.16819697827283	0.0453107287317747	-3.32781093956587	5.83567860895001e-11	"C3"	"complement component 3"
"ENSMUSG00000024165"	0.228878765721791	0.530353436451278	-0.299370201486109	0.474006711032984	-0.112699746683202	0.747289527062028	-0.183191182447519	0.461551793313921	"Hn1l"	"hematological and neurological expressed 1-like"
"ENSMUSG00000024168"	0.0136694833770463	0.985420155647634	-0.0543896031720741	0.958094139676067	-0.0310824170054397	0.952087185450567	-0.0718025368004676	0.840376900338729	"Tmem204"	"transmembrane protein 204"
"ENSMUSG00000024169"	-0.146836995170997	0.454894473885661	-0.0281368329960972	0.955713337259037	0.0661773609131426	0.753692118430962	-0.108796467253952	0.464515651830027	"Ift140"	"intraflagellar transport 140"
"ENSMUSG00000024170"	-0.164356967629061	0.481386621921139	0.0100024473145952	0.988259950660521	0.0438068221563197	0.870675906908157	-0.110547698158146	0.536082821668681	"Telo2"	"TEL2, telomere maintenance 2, homolog (S. cerevisiae)"
"ENSMUSG00000024175"	1.11038271403666	0.104163992632221	-0.437393658278923	0.789529579928799	-1.01070425803058	0.0811276650838542	-0.337715202272837	0.538937195632793	"Tekt4"	"tektin 4"
"ENSMUSG00000024176"	0.177871908130222	0.51371219608857	0.344790531777543	0.167345429723974	-0.158956354266074	0.517429892809906	0.363706085641691	0.0265632545730753	"Sox8"	"SRY (sex determining region Y)-box 8"
"ENSMUSG00000024177"	-0.0778543169098775	0.932937414495264	0.199743039600091	0.856258842725333	0.238145074086874	0.716343797977987	0.360033796777088	0.439885974484865	"Nme4"	"NME/NM23 nucleoside diphosphate kinase 4"
"ENSMUSG00000024180"	-0.199960111040428	0.351854539127733	0.0416306918705176	0.935523145183581	-0.0821714185348401	0.728874690643501	-0.24050083770475	0.112428531936642	"Tmem8"	"transmembrane protein 8 (five membrane-spanning domains)"
"ENSMUSG00000024181"	0.0169199113896713	0.965332184509959	-0.00526740035114004	0.994268011553687	0.0411580472660728	0.872405391203439	0.052810558304604	0.781593943491898	"Mrpl28"	"mitochondrial ribosomal protein L28"
"ENSMUSG00000024182"	-0.0390116928663529	0.882526382284669	-0.0713072298350498	0.817153830417183	0.0761288139348228	0.662814545871783	-0.0341901087665799	0.829723380236639	"Axin1"	"axin 1"
"ENSMUSG00000024186"	-0.080855429592437	0.756620637846569	0.182534651855061	0.46636269883534	0.00885097664062297	0.974033685767254	0.110530198903247	0.476882407269477	"Rgs11"	"regulator of G-protein signaling 11"
"ENSMUSG00000024187"	0.0665933530673737	0.793011253352601	-0.0521609578989542	0.890679349825743	0.0211681530079054	0.929326961479163	0.035600548176325	0.834604497201154	"Itfg3"	"integrin alpha FG-GAP repeat containing 3"
"ENSMUSG00000024188"	-0.0573422137903405	0.738284036707137	-0.0178882185752109	0.961429268520216	0.206388206753808	0.0367896047787348	0.131157774388257	0.152732505841044	"Luc7l"	"Luc7 homolog (S. cerevisiae)-like"
"ENSMUSG00000024190"	0.138477264945626	0.901758694841379	0.324127504495191	0.804781772921747	-0.0138466691338524	0.987364918192332	0.448758100306965	0.395864057589488	"Dusp1"	"dual specificity phosphatase 1"
"ENSMUSG00000024191"	-0.137032359766705	0.544792108383403	-0.0689527623646897	0.862715466676389	-0.109136018716386	0.576782146092	-0.31512114084778	0.0154657455269874	"Bnip1"	"BCL2/adenovirus E1B interacting protein 1"
"ENSMUSG00000024193"	-0.0575948850110855	0.846417914102513	-0.220212025516722	0.298276247137925	-0.113266623581298	0.538643628083305	-0.391073534109106	0.000890111841893791	"Phf1"	"PHD finger protein 1"
"ENSMUSG00000024194"	0.186502424269075	0.354971751409033	-0.0393464988107698	0.93692673354081	0.16960016933986	0.376589814707537	0.316756094798166	0.020530467274223	"Cuta"	"cutA divalent cation tolerance homolog (E. coli)"
"ENSMUSG00000024197"	-0.0179194085678784	0.978926684992241	0.079173150138572	0.913010072733828	-0.241811981805765	0.403121323734596	-0.180558240235071	0.468481817424408	"Plin3"	"perilipin 3"
"ENSMUSG00000024201"	0.100081997554696	0.563464218656707	-0.0796050504509954	0.76629988980632	0.0418678255861158	0.815961788317396	0.0623447726898159	0.633293111531872	"Kdm4b"	"lysine (K)-specific demethylase 4B"
"ENSMUSG00000024206"	0.400813385575774	0.36153589140257	-0.31261418239146	0.645966784327205	0.141568893214592	0.781701653347334	0.229768096398905	0.51820422800787	"Rfx2"	"regulatory factor X, 2 (influences HLA class II expression)"
"ENSMUSG00000024208"	-0.0166607102376301	0.95457371842444	-0.0611502245441065	0.856105915667032	-0.0203765670762987	0.927594313922293	-0.0981875018580354	0.464660796848384	"Uqcc2"	"ubiquinol-cytochrome c reductase complex assembly factor 2"
"ENSMUSG00000024210"	0.254609863183004	0.870474201127037	-0.567696852252869	0.717723869362619	-1.04422055622543	0.102059771187473	-1.35730754529529	0.0111380425832348	"Ip6k3"	"inositol hexaphosphate kinase 3"
"ENSMUSG00000024211"	-0.120597187071988	0.682826042024713	-0.00619743308262544	0.99391015615714	-0.00712120491548576	0.982669477326475	-0.133915825070099	0.475078674690431	"Grm8"	"glutamate receptor, metabotropic 8"
"ENSMUSG00000024212"	0.108510139581615	0.588081686123614	-0.109025904952363	0.694663852520919	0.139608363219482	0.369212632502371	0.139092597848734	0.275257574501439	"Mllt1"	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 1"
"ENSMUSG00000024213"	0.0882675896733394	0.399962199739643	0.00747476775550651	0.979990036747838	0.109415127275029	0.211144587288861	0.205157484703875	0.00137225205535196	"Nudt3"	"nudix (nucleotide diphosphate linked moiety X)-type motif 3"
"ENSMUSG00000024217"	0.218072407566845	0.508183937363386	-0.012195111826304	0.989686315691757	-0.0363383343648156	0.931113875871672	0.169538961375725	0.487067858898498	"Snrpc"	"U1 small nuclear ribonucleoprotein C"
"ENSMUSG00000024218"	-0.0384284316754214	0.903339453061015	0.00800168492424229	0.989456813523969	0.191783727886678	0.258231019286101	0.161356981135499	0.269344164101352	"Taf11"	"TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor"
"ENSMUSG00000024219"	0.105811933042393	0.54766171497528	-0.120955620201144	0.594278980619166	0.0882724662214749	0.573764540361435	0.0731287790627242	0.576168048894776	"Anks1"	"ankyrin repeat and SAM domain containing 1"
"ENSMUSG00000024220"	0.113895892877417	0.490951492864166	-0.0899949900756025	0.725995715193204	0.0392798959253526	0.828936285682994	0.0631807987271675	0.62858192924756	"Zfp523"	"zinc finger protein 523"
"ENSMUSG00000024222"	0.171680810387857	0.733514770225601	0.00176337041903578	0.998653094768233	-0.851347545788217	0.00125709827189318	-0.677903364981325	0.00434483402862396	"Fkbp5"	"FK506 binding protein 5"
"ENSMUSG00000024227"	-0.115433667642691	0.881457237942351	-0.0623827724153735	0.962688309908544	0.302799327583136	0.534902247613623	0.124982887525072	0.795231158083673	"Pdzph1"	"PDZ and pleckstrin homology domains 1"
"ENSMUSG00000024228"	-0.0422303897031758	0.923009881766282	-0.127247160004624	0.769301000660284	-0.0340260017111919	0.914832895100722	-0.203503551418991	0.279870456586733	"Nudt12"	"nudix (nucleoside diphosphate linked moiety X)-type motif 12"
"ENSMUSG00000024231"	-0.0771620507012759	0.573017673529708	0.0519025815236989	0.819752703528978	0.155071048440397	0.117167988795543	0.12981157926282	0.13236306415487	"Cul2"	"cullin 2"
"ENSMUSG00000024232"	-0.215583649464304	0.728005822920988	0.18245196246342	0.842370993617264	-0.169141521344099	0.753092825079338	-0.202273208344982	0.61909039918186	"Bambi"	"BMP and activin membrane-bound inhibitor"
"ENSMUSG00000024234"	-0.049350789982346	0.873127021251681	0.124060932640361	0.692448498480921	0.0540319197340501	0.820522366601695	0.128742062392065	0.40743107437649	"Mtpap"	"mitochondrial poly(A) polymerase"
"ENSMUSG00000024235"	0.223660796804452	0.771682165510687	-0.0675542631747798	0.966223199884994	-0.600537399122503	0.164097118511985	-0.444430865492831	0.237482297817686	"Map3k8"	"mitogen-activated protein kinase kinase kinase 8"
"ENSMUSG00000024236"	0.0947936995315417	0.806010274707444	-0.253601574216359	0.433078035450116	0.169496450453378	0.491494474526065	0.0106885757685611	0.968417130588845	"Svil"	"supervillin"
"ENSMUSG00000024238"	0.014770920612142	0.941463157208503	0.0460459429346039	0.839190552706154	0.0776796301023846	0.493456623805368	0.13849649364913	0.0889613448183223	"Zeb1"	"zinc finger E-box binding homeobox 1"
"ENSMUSG00000024240"	-0.11481121317253	0.513794460259004	0.0156919035137543	0.970889063046427	-0.0607543277576399	0.730536421072591	-0.159873637416416	0.161088651367989	"Epc1"	"enhancer of polycomb homolog 1 (Drosophila)"
"ENSMUSG00000024241"	-0.197822140341694	0.0449194616028945	0.0146462856876586	0.967087053205171	0.153322661548217	0.141077870305627	-0.0298531931058184	0.806032374823016	"Sos1"	"son of sevenless homolog 1 (Drosophila)"
"ENSMUSG00000024242"	-0.0296499531577078	0.888452290554727	-0.0597769524223052	0.811635266901496	-0.00628295354880897	0.972461456090513	-0.0957098591288219	0.342483959597125	"Map4k3"	"mitogen-activated protein kinase kinase kinase kinase 3"
"ENSMUSG00000024245"	0.00651035403165619	0.983716279335045	-0.0593184663658065	0.845047407200591	0.0184260791590383	0.9291061352782	-0.034382033175112	0.81543149163169	"Tmem178"	"transmembrane protein 178"
"ENSMUSG00000024246"	-0.067231883964135	0.929684558245584	0.0289668950203194	0.982432912853486	-0.000486364515756796	0.999128628883598	-0.0387513534595724	0.930345622011934	"Thumpd2"	"THUMP domain containing 2"
"ENSMUSG00000024247"	0.115585129986297	0.802106643080781	0.258184962547625	0.57783839976065	-0.190527258540537	0.564469584608023	0.183242833993385	0.471781459886288	"Pkdcc"	"protein kinase domain containing, cytoplasmic"
"ENSMUSG00000024248"	-0.0386384416107842	0.877787895259216	0.0125665416870185	0.977870067988485	-0.0822452078141039	0.606290377117082	-0.10831710773787	0.36802773374281	"Cox7a2l"	"cytochrome c oxidase subunit VIIa polypeptide 2-like"
"ENSMUSG00000024251"	-0.267911665410428	0.124549579278464	-0.00433554955692522	0.994741159271292	0.0990594520507372	0.642888455036684	-0.173187762916616	0.266925901626296	"Thada"	"thyroid adenoma associated"
"ENSMUSG00000024253"	-0.128549106010182	0.708238702453812	0.0257436169147509	0.971825570798241	0.0613564424741184	0.85312789928294	-0.0414490466213127	0.875783493438959	"Dync2li1"	"dynein cytoplasmic 2 light intermediate chain 1"
"ENSMUSG00000024256"	0.162237754783301	0.573017673529708	0.0910414693781734	0.860132879429207	0.0188790479091241	0.959010746677957	0.272158272070599	0.129310696334109	"Adcyap1"	"adenylate cyclase activating polypeptide 1"
"ENSMUSG00000024258"	0.0573196158197676	0.877787895259216	0.131230404038641	0.74452409331031	0.0706792482187341	0.80767973801615	0.259229268077142	0.1269502276463	"Polr2d"	"polymerase (RNA) II (DNA directed) polypeptide D"
"ENSMUSG00000024259"	-0.0619661693529724	0.693835996953928	0.0725708415717001	0.725995715193204	0.0107971852850189	0.950458925741285	0.0214018575037466	0.858141119625691	"Slc25a46"	"solute carrier family 25, member 46"
"ENSMUSG00000024260"	0.0617956457680068	0.768445309424089	-0.0758343883346405	0.781142316242686	-0.0319580483253821	0.864750385396859	-0.0459967908920158	0.737963091858289	"Sap130"	"Sin3A associated protein"
"ENSMUSG00000024261"	-0.176986427600071	0.11528849378954	-0.0412359458356365	0.885453414171411	0.178761705260009	0.0905136136052092	-0.039460668175698	0.745144369077446	"Syt4"	"synaptotagmin IV"
"ENSMUSG00000024268"	0.0185728563598113	0.912888761817853	0.00947798279246534	0.97295218552198	0.108716187491941	0.200969508722803	0.136767026644218	0.0421347314278283	"Celf4"	"CUGBP, Elav-like family member 4"
"ENSMUSG00000024269"	-0.121900070486162	0.384245259622152	0.0618493103958799	0.812601000328593	0.0851776932835822	0.539468555989984	0.0251269331932996	0.855130913363578	"Tpgs2"	"tubulin polyglutamylase complex subunit 2"
"ENSMUSG00000024270"	-0.128961894860959	0.384758680431567	0.101407937181701	0.656019000830879	0.0832283487996615	0.580404164732165	0.0556743911204026	0.673836714744014	"Slc39a6"	"solute carrier family 39 (metal ion transporter), member 6"
"ENSMUSG00000024271"	-0.0807792840040953	0.509719426820104	0.079445139121366	0.641728661234663	-0.0462443176209451	0.704599965026565	-0.0475784625036744	0.621140797256913	"Elp2"	"elongator acetyltransferase complex subunit 2"
"ENSMUSG00000024273"	0.0038145457007362	0.995082999503716	-0.143655829489453	0.795831353904804	0.0898189184632998	0.797619859176221	-0.0500223653254166	0.86660763993359	"2700062C07Rik"	"RIKEN cDNA 2700062C07 gene"
"ENSMUSG00000024274"	0.467067013359918	0.708238702453812	0.151805109953066	0.958693275309209	0.0452910295966648	0.975858747411001	0.664163152909649	0.40363357219723	"Zscan30"	""
"ENSMUSG00000024276"	0.00814872067450637	0.98311169295444	0.0522250057577908	0.89765401711509	0.279704657560896	0.0606432320040556	0.340078383993193	0.00484894215972486	"Zfp397"	"zinc finger protein 397"
"ENSMUSG00000024277"	-0.0409831719544823	0.741105062360102	0.0253123028396518	0.900953864772843	0.0660253988690275	0.448630644818048	0.050354529754197	0.501607967876515	"Mapre2"	"microtubule-associated protein, RP/EB family, member 2"
"ENSMUSG00000024283"	-0.0302862819807082	0.869344973328378	-0.00355764720936904	0.992216790956803	-0.0331907068368832	0.80787528742604	-0.0670346360269605	0.467278346140141	"Wac"	"WW domain containing adaptor with coiled-coil"
"ENSMUSG00000024286"	0.0277097682468324	0.87523444460762	0.0448140152337765	0.836866682730978	0.00271367396652638	0.985478564102139	0.0752374574471352	0.38042340402541	"Ccny"	"cyclin Y"
"ENSMUSG00000024287"	-0.136461821966301	0.175603681235256	0.113723499666365	0.416727476223874	0.0477428373709332	0.70352179899199	0.0250045150709969	0.821158731703917	"Thoc1"	"THO complex 1"
"ENSMUSG00000024290"	-0.0439442815935801	0.885260186230559	-0.00822837073947628	0.988667614817201	0.0820087635485277	0.688571265941723	0.0298361112154713	0.871833652751788	"Rock1"	"Rho-associated coiled-coil containing protein kinase 1"
"ENSMUSG00000024292"	0.162057737748376	0.767148401480733	0.0808570960368182	0.934839422080698	-0.252773814623637	0.51059818834126	-0.00985898083844324	0.981802089223389	"Cyp4f14"	"cytochrome P450, family 4, subfamily f, polypeptide 14"
"ENSMUSG00000024293"	-0.0181633999901747	0.967083148067339	-0.0921803610210475	0.831852330024879	0.119443209180433	0.59921760337067	0.00909944816921128	0.968845689939075	"Esco1"	"establishment of cohesion 1 homolog 1 (S. cerevisiae)"
"ENSMUSG00000024294"	-0.0305993096730637	0.866907222250711	0.0343331009552128	0.890679349825743	0.0152740737550771	0.918564321158548	0.0190078650372261	0.863441883900652	"Mib1"	"mindbomb homolog 1 (Drosophila)"
"ENSMUSG00000024298"	-0.0908869457952037	0.755528871501045	0.216517817364929	0.41794874530046	0.122520291618062	0.57558957386369	0.248151163187788	0.0989337186967713	"Zfp871"	"zinc finger protein 871"
