"Genes"	"logFC: Main-effect Age"	"FDR: Main-effect Age"	"Gene Symbol"	"Gene Description"
"ENSMUSG00000056737"	0.0606430146464974	0.0109563191441979	"Capg"	"capping protein (actin filament), gelsolin-like"
"ENSMUSG00000056972"	-0.0301301475183511	0.035397026597244	"Magel2"	"melanoma antigen, family L, 2"
"ENSMUSG00000056999"	-0.0288270829623303	1.30393419091491e-08	"Ide"	"insulin degrading enzyme"
"ENSMUSG00000057132"	-0.0883314283642385	0.0475324038574015	"Rpgrip1"	"retinitis pigmentosa GTPase regulator interacting protein 1"
"ENSMUSG00000058392"	-0.0226642960798989	0.0399492065240444	"Rrp1b"	"ribosomal RNA processing 1 homolog B (S. cerevisiae)"
"ENSMUSG00000059248"	0.0155619432350815	0.030952848560112	"Sept9"	"septin 9"
"ENSMUSG00000059824"	-0.033393628978981	1.08622876511108e-07	"Dbp"	"D site albumin promoter binding protein"
"ENSMUSG00000059991"	0.0217759121517644	0.010942822939597	"Nptx2"	"neuronal pentraxin 2"
"ENSMUSG00000060402"	0.0291501749016212	0.0187041412346745	"Chst8"	"carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 8"
"ENSMUSG00000060550"	0.127108904605808	7.42561254978922e-07	"H2-Q7"	"histocompatibility 2, Q region locus 7"
"ENSMUSG00000060675"	0.0198917101021706	0.0033271473373113	"Pla2g16"	"phospholipase A2, group XVI"
"ENSMUSG00000060802"	0.0427007507267391	1.59997950412593e-19	"B2m"	"beta-2 microglobulin"
"ENSMUSG00000061232"	0.045592568692539	1.12465463830747e-14	"H2-K1"	"histocompatibility 2, K1, K region"
"ENSMUSG00000061702"	-0.0264895694404087	0.0283929983045195	"Tmem91"	"transmembrane protein 91"
"ENSMUSG00000062101"	0.0543953675141064	0.034648602713823	"Zfp119b"	"zinc finger protein 119b"
"ENSMUSG00000062593"	0.185317699726047	0.00131638898426744	"Lilrb4a"	"leukocyte immunoglobulin-like receptor, subfamily B, member 4A"
"ENSMUSG00000062980"	0.042601509627992	0.0205129867377447	"Cped1"	"cadherin-like and PC-esterase domain containing 1"
"ENSMUSG00000063286"	0.0470044184200665	0.0181984765238425	"Gm8995"	""
"ENSMUSG00000063558"	0.0348014911928017	0.0120843991015085	"Aox1"	"aldehyde oxidase 1"
"ENSMUSG00000064215"	0.0216002020183544	0.0133507176007165	"Ifi27"	"interferon, alpha-inducible protein 27"
"ENSMUSG00000064345"	-0.0104263497691422	0.00595438488452553	"mt-Nd2"	"NADH dehydrogenase subunit 2"
"ENSMUSG00000064370"	-0.00805222283643962	0.0159949163530131	"mt-Cytb"	"cytochrome b"
"ENSMUSG00000066687"	0.0235315924284582	0.0015298168132797	"Zbtb16"	"zinc finger and BTB domain containing 16"
"ENSMUSG00000067212"	0.043845140651984	3.51661519593385e-05	"H2-T23"	"histocompatibility 2, T region locus 23"
"ENSMUSG00000068129"	0.158952607606025	0.00166657173204325	"Cst7"	"cystatin F (leukocystatin)"
"ENSMUSG00000068744"	0.0352200775713946	0.0353966311799235	"Psrc1"	"proline/serine-rich coiled-coil 1"
"ENSMUSG00000069516"	0.101260532717107	4.84848841208201e-28	"Lyz2"	"lysozyme 2"
"ENSMUSG00000069874"	0.0571332471280469	8.46542115200554e-06	"Irgm2"	"immunity-related GTPase family M member 2"
"ENSMUSG00000069917"	0.0831341402602748	7.23854123421986e-11	"Hba-a2"	"hemoglobin alpha, adult chain 2"
"ENSMUSG00000069919"	0.0921385162952633	2.97709988022966e-18	"Hba-a1"	"hemoglobin alpha, adult chain 1"
"ENSMUSG00000070327"	0.021697085774584	0.0148632416274404	"Rnf213"	"ring finger protein 213"
"ENSMUSG00000070564"	0.0424805809701531	0.0313678875603858	"Ntn5"	"netrin 5"
"ENSMUSG00000070637"	0.0748708230966273	0.0283929983045195	"Gm694"	"predicted gene 694"
"ENSMUSG00000071076"	-0.0184271229728349	0.047919991128856	"Jund"	"jun D proto-oncogene"
"ENSMUSG00000071341"	-0.0441550608567527	1.27964438712283e-05	"Egr4"	"early growth response 4"
"ENSMUSG00000071713"	0.0787758052603892	0.0246063686506025	"Csf2rb"	"colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)"
"ENSMUSG00000071714"	0.0667525340974063	0.0497858200187092	"Csf2rb2"	"colony stimulating factor 2 receptor, beta 2, low-affinity (granulocyte-macrophage)"
"ENSMUSG00000073409"	0.129144003439925	9.54213353684828e-15	"H2-Q6"	"histocompatibility 2, Q region locus 6"
"ENSMUSG00000073411"	0.0479954023089083	4.40949866019297e-19	"H2-D1"	"histocompatibility 2, D region locus L"
"ENSMUSG00000073418"	0.112271348410936	2.39637882200373e-118	"C4b"	"complement C4-B"
"ENSMUSG00000073421"	0.0683713686752598	0.00659452980255523	"H2-Ab1"	"histocompatibility 2, class II antigen A, beta 1"
"ENSMUSG00000073532"	0.105014727322138	0.0240717608466139	"Gm7276"	""
"ENSMUSG00000073940"	0.10372420763473	2.29205004267313e-22	"Hbb-bt"	"hemoglobin, beta adult t chain"
"ENSMUSG00000074151"	0.0983653105836033	8.95132105986565e-08	"Nlrc5"	"NLR family, CARD domain containing 5"
"ENSMUSG00000074578"	0.0224308629787952	0.0497275421289312	"1500012F01Rik"	"RIKEN cDNA 1500012F01 gene"
"ENSMUSG00000074892"	0.019687271772671	0.000658825497599059	"B3galt5"	"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5"
"ENSMUSG00000075602"	0.0484272275350039	3.18261594270903e-08	"Ly6a"	"lymphocyte antigen 6 complex, locus A"
"ENSMUSG00000076609"	0.106416989883616	0.0402018832840981	"Igkc"	""
"ENSMUSG00000078202"	-0.0269443047867055	0.0199010125252357	"Nrarp"	"Notch-regulated ankyrin repeat protein"
"ENSMUSG00000078771"	0.0225877216382066	0.0268976909325026	"Evi2a"	"ecotropic viral integration site 2a"
"ENSMUSG00000078773"	-0.0749549041763262	0.0262013515007479	"Rad54b"	"RAD54 homolog B (S. cerevisiae)"
"ENSMUSG00000078851"	-0.0319938797134469	0.0283929983045195	"Hist3h2a"	"histone cluster 3, H2a"
"ENSMUSG00000078853"	0.0532797272186344	3.45598112889225e-05	"Igtp"	"interferon gamma induced GTPase"
"ENSMUSG00000078920"	0.077776000562172	0.0103964556807125	"Ifi47"	"interferon gamma inducible protein 47"
"ENSMUSG00000079018"	0.044347801877256	6.49120910996975e-07	"Ly6c1"	"lymphocyte antigen 6 complex, locus C1"
"ENSMUSG00000079293"	0.153132076574125	3.84852320198407e-05	"Clec7a"	"C-type lectin domain family 7, member a"
"ENSMUSG00000079362"	0.0659554414740559	0.0191327536151973	"Gbp6"	""
"ENSMUSG00000079363"	0.12999834732812	4.84848841208201e-28	"Gbp4"	"guanylate binding protein 4"
"ENSMUSG00000082292"	0.125844992790962	0.0345222834055263	"Gm12250"	""
"ENSMUSG00000084088"	-0.0925432416903739	0.0305463441640486	"Gm12941"	""
"ENSMUSG00000085007"	0.0214411019796886	0.016141226536906	"Gm11549"	""
"ENSMUSG00000090698"	-0.03391604995364	0.0375046370819367	"Apold1"	"apolipoprotein L domain containing 1"
"ENSMUSG00000090942"	0.149796782566393	0.0181937656541965	"F830016B08Rik"	"RIKEN cDNA F830016B08 gene"
"ENSMUSG00000092274"	0.0370199576870652	4.0130324550816e-17	"Neat1"	""
"ENSMUSG00000092286"	0.0952075768139251	0.0106114397893126	"Dtnbos"	""
"ENSMUSG00000092341"	0.0143516026347065	0.00202198442154007	"Malat1"	""
"ENSMUSG00000093930"	-0.0126348124506185	0.0350945636891004	"Hmgcs1"	"3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1"
"ENSMUSG00000095041"	0.0334739993485564	1.02574259383207e-14	"PISD"	""
"ENSMUSG00000096727"	0.0637988771903751	0.00902045549120784	"Psmb9"	"proteasome (prosome, macropain) subunit, beta type 9 (large multifunctional peptidase 2)"
"ENSMUSG00000097889"	-0.0729313454921914	0.0272350166563396	"Gm26541"	""
"ENSMUSG00000098178"	-0.0161049452724773	0.00225838797008173	"Yam1"	""
"ENSMUSG00000099696"	0.0220325454681001	0.000418297533966687	"2900052N01Rik"	""
